"VI","STR_wet","STR_dry","STR_wet_fit","STR_dry_fit"
0.115,0.795648219585419,0.255309010744095,0.79295456803153,0.320039405691213
0.125,0.756134033203125,0.264700936079025,0.809693947943793,0.335150112397125
0.135,0.840720882415771,0.288661996722221,0.826786698466611,0.350260819103037
0.145,0.989523461461067,0.303091426193714,0.844240279302138,0.365371525808949
0.155,1.02146868705749,0.330382202863693,0.862062307627867,0.380482232514861
0.165,1.04076296448708,0.458104059100151,0.880260561420953,0.395592939220773
0.175,1.02158742666245,0.467190744280815,0.898842982852722,0.410703645926685
0.185,0.965756810307503,0.466167342066765,0.917817681754823,0.425814352632596
0.195,0.960169044733047,0.492302858829498,0.937192939158568,0.440925059338509
0.205,1.20483464002609,0.50710341334343,0.95697721090898,0.611328522733169
0.215,1.00155380129814,0.522172282934189,0.977179131355129,0.62063627499313
0.225,1.00716430187225,0.557456026077271,0.997807517118383,0.630085741975882
0.235,1.0523875951767,0.537645616531372,1.0188713709402,0.639679081351943
0.245,1.04510009765625,0.55386387348175,1.04037988561114,0.64941848364334
0.255,1.05583388209343,0.556427556276321,1.06234244798285,0.659306172723783
0.265,1.14893641471863,0.525804483890533,1.08476864306468,0.669344406326462
0.275,1.33559342622757,0.556741740703583,1.10766825820688,0.679535476559573
0.285,1.37423745036125,0.607402277588844,1.13105128737198,0.689881710429691
0.295,1.39217152357101,0.581477209329605,1.15492793549644,0.700385470373117
0.305,1.3721239566803,0.597454607486725,1.17930862294434,0.711049154795306
0.315,1.40754276275635,0.599230425357819,1.20420399005507,0.721875198618519
0.325,1.4676052904129,0.600533041954041,1.22962490178705,0.732866073837807
0.335,1.38291060566902,0.621937416195869,1.25558245245945,0.744024290085457
0.345,1.29772234559059,0.654112060666084,1.28208797059407,0.755352395204039
0.355,1.33961664199829,0.671358778476715,1.30915302385935,0.766852975828177
0.365,1.357812936306,0.651871930360794,1.33678942411879,0.778528657975169
0.375,1.30052723407745,0.703630094528198,1.36500923258596,0.790382107644613
0.385,1.31284031867981,0.744301378726959,1.39382476508832,0.802416031427151
0.395,1.2848778629303,0.739654896855354,1.42324859744211,0.814633177122487
