"VI","STR_wet","STR_dry","STR_wet_fit","STR_dry_fit"
0.115,0.795648219585419,0.255309010744095,0.77739196725735,0.272868409372344
0.125,0.756134033203125,0.264700936079025,0.816809167866333,0.298087186718013
0.135,0.840720882415771,0.288661996722221,0.854854013281092,0.322557218090368
0.145,0.989523461461067,0.303091426193714,0.891526503501627,0.346278503489407
0.155,1.02146868705749,0.330382202863693,0.926826638527938,0.36925104291513
0.165,1.04076296448708,0.458104059100151,0.960754418360024,0.391474836367538
0.175,1.02158742666245,0.467190744280815,0.993309842997887,0.412949883846631
0.185,0.965756810307503,0.466167342066765,1.02449291244153,0.433676185352408
0.195,0.960169044733047,0.492302858829498,1.05430362669094,0.45365374088487
0.205,1.20483464002609,0.50710341334343,1.08274198574613,0.472882550444017
0.215,1.00155380129814,0.522172282934189,1.1098079896071,0.491362614029848
0.225,1.00716430187225,0.557456026077271,1.13550163827384,0.509093931642363
0.235,1.0523875951767,0.537645616531372,1.15982293174635,0.526076503281564
0.245,1.04510009765625,0.55386387348175,1.18277187002465,0.542310328947449
0.255,1.05583388209343,0.556427556276321,1.20434845310872,0.557795408640019
0.265,1.14893641471863,0.525804483890533,1.22455268099856,0.572531742359273
0.275,1.33559342622757,0.556741740703583,1.24338455369418,0.586519330105212
0.285,1.37423745036125,0.607402277588844,1.26084407119558,0.599758171877835
0.295,1.39217152357101,0.581477209329605,1.27693123350275,0.612248267677144
0.305,1.3721239566803,0.597454607486725,1.2916460406157,0.623989617503136
0.315,1.40754276275635,0.599230425357819,1.30498849253443,0.634982221355814
0.325,1.4676052904129,0.600533041954041,1.31695858925893,0.645226079235176
0.335,1.38291060566902,0.621937416195869,1.3275563307892,0.654721191141223
0.345,1.29772234559059,0.654112060666084,1.33678171712525,0.663467557073954
0.355,1.33961664199829,0.671358778476715,1.34463474826708,0.67146517703337
0.365,1.357812936306,0.651871930360794,1.35111542421469,0.67871405101947
0.375,1.30052723407745,0.703630094528198,1.35622374496806,0.685214179032256
0.385,1.31284031867981,0.744301378726959,1.35995971052722,0.690965561071725
0.395,1.2848778629303,0.739654896855354,1.36232332089215,0.69596819713788
