"VI","STR_wet","STR_dry","STR_wet_fit","STR_dry_fit"
0.115,0.795648219585419,0.255309010744095,0.863850344493472,0.320039405691213
0.125,0.756134033203125,0.264700936079025,0.884740749980428,0.335150112397125
0.135,0.840720882415771,0.288661996722221,0.905631155467386,0.350260819103037
0.145,0.989523461461067,0.303091426193714,0.926521560954343,0.365371525808949
0.155,1.02146868705749,0.330382202863693,0.9474119664413,0.380482232514861
0.165,1.04076296448708,0.458104059100151,0.968302371928257,0.395592939220773
0.175,1.02158742666245,0.467190744280815,0.989192777415214,0.410703645926685
0.185,0.965756810307503,0.466167342066765,1.01008318290217,0.425814352632597
0.195,0.960169044733047,0.492302858829498,1.03097358838913,0.440925059338509
0.205,1.20483464002609,0.50710341334343,1.05186399387609,0.456035766044421
0.215,1.00155380129814,0.522172282934189,1.07275439936304,0.471146472750333
0.225,1.00716430187225,0.557456026077271,1.09364480485,0.486257179456245
0.235,1.0523875951767,0.537645616531372,1.11453521033696,0.501367886162157
0.245,1.04510009765625,0.55386387348175,1.13542561582391,0.516478592868069
0.255,1.05583388209343,0.556427556276321,1.15631602131087,0.53158929957398
0.265,1.14893641471863,0.525804483890533,1.17720642679783,0.546700006279893
0.275,1.33559342622757,0.556741740703583,1.19809683228479,0.561810712985805
0.285,1.37423745036125,0.607402277588844,1.21898723777174,0.576921419691717
0.295,1.39217152357101,0.581477209329605,1.2398776432587,0.592032126397628
0.305,1.3721239566803,0.597454607486725,1.26076804874566,0.60714283310354
0.315,1.40754276275635,0.599230425357819,1.28165845423262,0.622253539809453
0.325,1.4676052904129,0.600533041954041,1.30254885971957,0.637364246515364
0.335,1.38291060566902,0.621937416195869,1.32343926520653,0.652474953221277
0.345,1.29772234559059,0.654112060666084,1.34432967069349,0.667585659927189
0.355,1.33961664199829,0.671358778476715,1.36522007618044,0.6826963666331
0.365,1.357812936306,0.651871930360794,1.3861104816674,0.697807073339012
0.375,1.30052723407745,0.703630094528198,1.40700088715436,0.712917780044924
0.385,1.31284031867981,0.744301378726959,1.42789129264132,0.728028486750836
0.395,1.2848778629303,0.739654896855354,1.44878169812827,0.743139193456749
