"VI","STR_wet","STR_dry"
0.2225,1.36292822957039,0.789941903948784
0.2275,1.37867760658264,0.764311119914055
0.2325,1.35475416183472,0.795709466934204
0.2375,1.43308343887329,0.801171314716339
0.2425,1.45209693312645,0.807655516266823
0.2475,1.61937543153763,0.781633722782135
0.2525,1.54438390731811,0.826757699251175
0.2575,1.64467513561249,0.80840685069561
0.2625,1.76096180081367,0.828970968723297
0.2675,1.69622439146042,0.842140954732895
0.2725,1.61094331741333,0.866320475935936
0.2775,1.75834137201309,0.875655269622803
0.2825,1.76709904074669,0.870693647861481
0.2875,1.73823471069336,0.902529346942902
0.2925,1.81151607632637,0.925832769274712
0.2975,1.85712504386902,0.973914206027985
0.3025,1.83798568844795,0.988636380434036
0.3075,1.81210381984711,0.943638169765472
0.3125,1.85299822688103,1.04762426018715
0.3175,1.942242872715,0.986721330881119
0.3225,1.94902062416077,1.07892525196075
0.3275,1.875569409132,0.993091908097267
0.3325,2.03510746955872,0.98021115064621
0.3375,1.96827260255814,1.02979946136475
0.3425,1.8837452173233,1.06904950141907
0.3475,1.94368617534637,1.02320165634155
0.3525,1.99616333842278,1.05861321091652
0.3575,1.96210951209068,0.988639664649963
0.3625,2.04687633514404,1.11137166023254
0.3675,1.95285773873329,1.09535354375839
0.3725,2.2493239402771,1.08764970302582
0.3775,1.99787920713425,1.11725556850433
0.3825,1.98985493183136,1.12987456321716
0.3875,2.0737685918808,1.1027850985527
0.3925,2.0818439245224,1.10835855007172
0.3975,2.08785047531128,1.16591198444366
0.4025,2.1674241065979,1.15450296401978
0.4075,2.10324287414551,1.14209158420563
0.4125,2.24083217382431,1.16994299888611
0.4175,2.11711466312408,1.18218590021133
0.4225,2.16733868122101,1.18021771907806
0.4275,2.22741566896438,1.19126960635185
0.4325,2.20994658470154,1.168807721138
0.4375,2.27569282054901,1.19377148151398
0.4425,2.25744463205338,1.19194646477699
0.4475,2.26836705207825,1.24605989456177
0.4525,2.34614400863647,1.21259626150131
0.4575,2.40551327466965,1.24770356416702
0.4625,2.35797452926636,1.25834652781487
0.4675,2.39937851428986,1.28792590498924
0.4725,2.40610918998718,1.29215939044952
0.4775,2.48652497529983,1.29880129098892
0.4825,2.4493967294693,1.33180940151215
0.4875,2.49681830406189,1.34572178125381
0.4925,2.60462365150452,1.33972178697586
0.4975,2.61499012708664,1.41273679733276
0.5025,2.71575756072998,1.41682604551315
0.5075,2.66646815538406,1.39745475053787
0.5125,2.74963849782944,1.43348813056946
0.5175,2.85320615768433,1.46359333395958
0.5225,2.78201031684875,1.47575821280479
0.5275,2.93368238210678,1.47197639942169
0.5325,3.01483874320984,1.52063269615173
0.5375,2.91333693265915,1.48042079806328
0.5425,3.15412073135376,1.48996028900146
0.5475,3.2756973862648,1.52472354769707
0.5525,3.22549510002136,1.532337641716
0.5575,3.28531841039658,1.5883816421032
0.5625,3.46021085977554,1.5123105943203
0.5675,3.39872379302979,1.60966591238976
0.5725,3.47476966381073,1.5575226187706
0.5775,3.53054423332214,1.61725487709045
0.5825,3.53319280147552,1.61100119352341
0.5875,3.61618940830231,1.5684572994709
0.5925,3.51859822273254,1.61652683019638
0.5975,3.56413724422455,1.65561021566391
0.6025,3.67759461402893,1.65166435241699
0.6075,3.7547595500946,1.70257577896118
0.6125,3.75333454608917,1.71178362965584
0.6175,3.73918957710266,1.67617647647858
0.6225,3.81139695644379,1.73730611801147
0.6275,3.7523863196373,1.76443518996239
0.6325,3.83604762554169,1.77726259231567
0.6375,3.92382478713989,1.78139674663544
0.6425,3.92911858558655,1.80765837430954
0.6475,3.98933684825897,1.86229273676872
0.6525,3.89682894945145,1.88933882713318
0.6575,4.05828804969788,1.90633180141449
0.6625,4.00912873744965,1.87315658926964
0.6675,4.0231612443924,1.95308347940445
0.6725,4.09636192321777,1.94966832399368
0.6775,4.18218355178833,2.0275622844696
0.6825,4.21989209651947,2.04875075817108
0.6875,4.11718702316284,2.06061782836914
0.6925,4.31939077377319,2.06771087646484
0.6975,4.23581476211548,2.14231383800507
0.7025,4.26798510551453,2.16380679607391
0.7075,4.27773039340973,2.2054515004158
0.7125,4.31885838508606,2.19280523061752
0.7175,4.41136040687561,2.21677479743958
0.7225,4.59051942825317,2.28172183036804
0.7275,4.58833742141724,2.27657628059387
0.7325,4.52154669761658,2.301322722435
0.7375,4.55051484107971,2.33287373781204
0.7425,4.59006285667419,2.28845554590225
0.7475,4.61265735626221,2.29995603561401
0.7525,4.66314103603363,2.28848540782928
0.7575,4.71080462932587,2.3396855711937
0.7625,4.70666408538818,2.41913504600525
0.7675,4.91684494018555,2.36620166301727
0.7725,4.85439519882202,2.35917801856995
0.7775,4.87627792358398,2.33753675222397
0.7825,4.95957741737366,2.20167577266693
0.7875,5.18087868690491,2.27010219097137
0.7925,4.82382175922394,2.34790340662003
0.7975,5.17298059463501,2.25117852687836
0.8025,4.87741553783417,2.25905066728592
0.8075,5.39559075832367,2.33371187448502
0.8125,5.3516288280487,2.21001327037811
0.8175,5.73955135345459,2.30088027715683
0.8225,6.09520616531372,2.15578589439392
0.8275,5.85625243186951,2.23794274330139
0.8325,5.70346932411194,2.1424050450325
0.8375,5.47302761077881,2.19027123451233
0.8425,6.14820873737335,2.17668032646179
0.8475,5.94709703922272,2.26845571994782
0.8525,5.6143324136734,2.30729970932007
