"VI","STR_wet","STR_dry","STR_wet_fit","STR_dry_fit"
0.2225,1.36292822957039,0.789941903948784,1.47363984060637,0.732713262444147
0.2275,1.37867760658264,0.764311119914055,1.4880093245596,0.744300819450423
0.2325,1.35475416183472,0.795709466934204,1.50270455991851,0.755924097078159
0.2375,1.43308343887329,0.801171314716339,1.51772554668315,0.767583095327371
0.2425,1.45209693312645,0.807655516266823,1.5330722848535,0.779277814198054
0.2475,1.61937543153763,0.781633722782135,1.54874477442957,0.791008253690208
0.2525,1.54438390731811,0.826757699251175,1.56474301541136,0.802774413803834
0.2575,1.64467513561249,0.80840685069561,1.58106700779886,0.81457629453893
0.2625,1.76096180081367,0.828970968723297,1.59771675159207,0.826413895895498
0.2675,1.69622439146042,0.842140954732895,1.614692246791,0.838287217873537
0.2725,1.61094331741333,0.866320475935936,1.63199349339565,0.850196260473047
0.2775,1.75834137201309,0.875655269622803,1.64962049140601,0.862141023694029
0.2825,1.76709904074669,0.870693647861481,1.66757324082208,0.874121507536481
0.2875,1.73823471069336,0.902529346942902,1.68585174164387,0.886137712000405
0.2925,1.81151607632637,0.925832769274712,1.70445599387138,0.8981896370858
0.2975,1.85712504386902,0.973914206027985,1.7233859975046,0.910277282792666
0.3025,1.83798568844795,0.988636380434036,1.74264175254354,0.922400649121004
0.3075,1.81210381984711,0.943638169765472,1.76222325898819,0.934559736070812
0.3125,1.85299822688103,1.04762426018715,1.78213051683856,0.946754543642092
0.3175,1.942242872715,0.986721330881119,1.80236352609464,0.958985071834843
0.3225,1.94902062416077,1.07892525196075,1.82292228675644,0.971251320649065
0.3275,1.875569409132,0.993091908097267,1.84380679882396,0.983553290084759
0.3325,2.03510746955872,0.98021115064621,1.86501706229719,0.995890980141923
0.3375,1.96827260255814,1.02979946136475,1.88655307717613,1.00826439082056
0.3425,1.8837452173233,1.06904950141907,1.90841484346079,1.02067352212067
0.3475,1.94368617534637,1.02320165634155,1.93060236115117,1.03311837404224
0.3525,1.99616333842278,1.05861321091652,1.95311563024726,1.04559894658529
0.3575,1.96210951209068,0.988639664649963,1.97595465074906,1.05811523974981
0.3625,2.04687633514404,1.11137166023254,1.99911942265658,1.07066725353581
0.3675,1.95285773873329,1.09535354375839,2.02260994596982,1.08325498794327
0.3725,2.2493239402771,1.08764970302582,2.04642622068877,1.0958784429722
0.3775,1.99787920713425,1.11725556850433,2.07056824681344,1.10853761862261
0.3825,1.98985493183136,1.12987456321716,2.09503602434382,1.12123251489449
0.3875,2.0737685918808,1.1027850985527,2.11982955327992,1.13396313178783
0.3925,2.0818439245224,1.10835855007172,2.14494883362173,1.14672946930265
0.3975,2.08785047531128,1.16591198444366,2.17039386536926,1.15953152743894
0.4025,2.1674241065979,1.15450296401978,2.1961646485225,1.1723693061967
0.4075,2.10324287414551,1.14209158420563,2.22226118308146,1.18524280557594
0.4125,2.24083217382431,1.16994299888611,2.24868346904613,1.19815202557664
0.4175,2.11711466312408,1.18218590021133,2.27543150641652,1.21109696619882
0.4225,2.16733868122101,1.18021771907806,2.30250529519263,1.22407762744246
0.4275,2.22741566896438,1.19126960635185,2.32990483537445,1.23709400930758
0.4325,2.20994658470154,1.168807721138,2.35763012696198,1.25014611179417
0.4375,2.27569282054901,1.19377148151398,2.38568116995523,1.26323393490223
0.4425,2.25744463205338,1.19194646477699,2.4140579643542,1.27635747863176
0.4475,2.26836705207825,1.24605989456177,2.44276051015888,1.28951674298276
0.4525,2.34614400863647,1.21259626150131,2.47178880736928,1.30271172795523
0.4575,2.40551327466965,1.24770356416702,2.50114285598539,1.31594243354918
0.4625,2.35797452926636,1.25834652781487,2.53082265600722,1.3292088597646
0.4675,2.39937851428986,1.28792590498924,2.56082820743476,1.34251100660148
0.4725,2.40610918998718,1.29215939044952,2.59115951026802,1.35584887405984
0.4775,2.48652497529983,1.29880129098892,2.62181656450699,1.36922246213967
0.4825,2.4493967294693,1.33180940151215,2.65279937015168,1.38263177084097
0.4875,2.49681830406189,1.34572178125381,2.68410792720208,1.39607680016374
0.4925,2.60462365150452,1.33972178697586,2.7157422356582,1.40955755010799
0.4975,2.61499012708664,1.41273679733276,2.74770229552003,1.4230740206737
0.5025,2.71575756072998,1.41682604551315,2.77998810678758,1.43662621186089
0.5075,2.66646815538406,1.39745475053787,2.81259966946085,1.45021412366954
0.5125,2.74963849782944,1.43348813056946,2.84553698353983,1.46383775609967
0.5175,2.85320615768433,1.46359333395958,2.87880004902452,1.47749710915127
0.5225,2.78201031684875,1.47575821280479,2.91238886591494,1.49119218282434
0.5275,2.93368238210678,1.47197639942169,2.94630343421106,1.50492297711888
0.5325,3.01483874320984,1.52063269615173,2.9805437539129,1.51868949203489
0.5375,2.91333693265915,1.48042079806328,3.01510982502046,1.53249172757238
0.5425,3.15412073135376,1.48996028900146,3.05000164753373,1.54632968373133
0.5475,3.2756973862648,1.52472354769707,3.08521922145272,1.56020336051176
0.5525,3.22549510002136,1.532337641716,3.12076254677742,1.57411275791366
0.5575,3.28531841039658,1.5883816421032,3.15663162350784,1.58805787593702
0.5625,3.46021085977554,1.5123105943203,3.19282645164397,1.60203871458186
0.5675,3.39872379302979,1.60966591238976,3.22934703118582,1.61605527384818
0.5725,3.47476966381073,1.5575226187706,3.26619336213338,1.63010755373596
0.5775,3.53054423332214,1.61725487709045,3.30336544448666,1.64419555424521
0.5825,3.53319280147552,1.61100119352341,3.34086327824566,1.65831927537594
0.5875,3.61618940830231,1.5684572994709,3.37868686341037,1.67247871712813
0.5925,3.51859822273254,1.61652683019638,3.41683619998079,1.6866738795018
0.5975,3.56413724422455,1.65561021566391,3.45531128795693,1.70090476249694
0.6025,3.67759461402893,1.65166435241699,3.49411212733879,1.71517136611355
0.6075,3.7547595500946,1.70257577896118,3.53323871812636,1.72947369035163
0.6125,3.75333454608917,1.71178362965584,3.57269106031965,1.74381173521118
0.6175,3.73918957710266,1.67617647647858,3.61246915391865,1.7581855006922
0.6225,3.81139695644379,1.73730611801147,3.65257299892336,1.7725949867947
0.6275,3.7523863196373,1.76443518996239,3.6930025953338,1.78704019351866
0.6325,3.83604762554169,1.77726259231567,3.73375794314994,1.8015211208641
0.6375,3.92382478713989,1.78139674663544,3.77483904237181,1.81603776883101
0.6425,3.92911858558655,1.80765837430954,3.81624589299939,1.83059013741939
0.6475,3.98933684825897,1.86229273676872,3.85797849503268,1.84517822662924
0.6525,3.89682894945145,1.88933882713318,3.90003684847169,1.85980203646056
0.6575,4.05828804969788,1.90633180141449,3.94242095331641,1.87446156691335
0.6625,4.00912873744965,1.87315658926964,3.98513080956685,1.88915681798761
0.6675,4.0231612443924,1.95308347940445,4.02816641722301,1.90388778968335
0.6725,4.09636192321777,1.94966832399368,4.07152777628488,1.91865448200056
0.6775,4.18218355178833,2.0275622844696,4.11521488675246,1.93345689493923
0.6825,4.21989209651947,2.04875075817108,4.15922774862576,1.94829502849938
0.6875,4.11718702316284,2.06061782836914,4.20356636190478,1.963168882681
0.6925,4.31939077377319,2.06771087646484,4.24823072658951,1.97807845748409
0.6975,4.23581476211548,2.14231383800507,4.29322084267995,1.99302375290866
0.7025,4.26798510551453,2.16380679607391,4.33853671017612,2.00800476895469
0.7075,4.27773039340973,2.2054515004158,4.38417832907799,2.02302150562219
0.7125,4.31885838508606,2.19280523061752,4.43014569938559,2.03807396291117
0.7175,4.41136040687561,2.21677479743958,4.47643882109889,2.05316214082162
0.7225,4.59051942825317,2.28172183036804,4.52305769421792,2.06828603935354
0.7275,4.58833742141724,2.27657628059387,4.57000231874265,2.08344565850692
0.7325,4.52154669761658,2.301322722435,4.61727269467311,2.09864099828179
0.7375,4.55051484107971,2.33287373781204,4.66486882200928,2.11387205867812
0.7425,4.59006285667419,2.28845554590225,4.71279070075116,2.12913883969592
0.7475,4.61265735626221,2.29995603561401,4.76103833089876,2.1444413413352
0.7525,4.66314103603363,2.28848540782928,4.80961171245208,2.15977956359594
0.7575,4.71080462932587,2.3396855711937,4.85851084541111,2.17515350647816
0.7625,4.70666408538818,2.41913504600525,4.90773572977585,2.19056316998185
0.7675,4.91684494018555,2.36620166301727,4.95728636554631,2.206008554107
0.7725,4.85439519882202,2.35917801856995,5.00716275272249,2.22148965885363
0.7775,4.87627792358398,2.33753675222397,5.05736489130438,2.23700648422174
0.7825,4.95957741737366,2.20167577266693,5.10789278129199,2.25255903021131
0.7875,5.18087868690491,2.27010219097137,5.15874642268531,2.26814729682235
0.7925,4.82382175922394,2.34790340662003,5.20992581548435,2.28377128405487
0.7975,5.17298059463501,2.25117852687836,5.2614309596891,2.29943099190885
0.8025,4.87741553783417,2.25905066728592,5.31326185529956,2.31512642038431
0.8075,5.39559075832367,2.33371187448502,5.36541850231575,2.33085756948124
0.8125,5.3516288280487,2.21001327037811,5.41790090073765,2.34662443919964
0.8175,5.73955135345459,2.30088027715683,5.47070905056526,2.36242702953951
0.8225,6.09520616531372,2.15578589439392,5.52384295179859,2.37826534050085
0.8275,5.85625243186951,2.23794274330139,5.57730260443763,2.39413937208367
0.8325,5.70346932411194,2.1424050450325,5.63108800848239,2.41004912428795
0.8375,5.47302761077881,2.19027123451233,5.68519916393287,2.42599459711371
0.8425,6.14820873737335,2.17668032646179,5.73963607078906,2.44197579056094
0.8475,5.94709703922272,2.26845571994782,5.79439872905096,2.45799270462963
0.8525,5.6143324136734,2.30729970932007,5.84948713871859,2.4740453393198
